name,mdn_url,firefox_version_added,firefox_flags,chrome_version_added,chrome_flags,safari_version_added,safari_flags,status_experimental,status_standard_track,status_deprecated,spec_url,org
api/HTMLCanvasElement/webglcontextrestored_event,,4,,9,,5.1,,false,true,false,https://registry.khronos.org/webgl/specs/latest/1.0/#5.15.3,UNKNOWN
api/HTMLCanvasElement/width,,1.5,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/canvas.html#dom-canvas-height,WHATWG
api/HTMLCollection,,1,,1,,1,,false,true,false,https://dom.spec.whatwg.org/#interface-htmlcollection,WHATWG
api/HTMLCollection/item,,1,,1,,1,,false,true,false,https://dom.spec.whatwg.org/#ref-for-dom-htmlcollection-item①,WHATWG
api/HTMLCollection/length,,1,,1,,1,,false,true,false,https://dom.spec.whatwg.org/#ref-for-dom-htmlcollection-length①,WHATWG
api/HTMLCollection/namedItem,,1,,1,,1,,false,true,false,https://dom.spec.whatwg.org/#dom-htmlcollection-nameditem-key,WHATWG
api/HTMLDListElement,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/grouping-content.html#htmldlistelement,WHATWG
api/HTMLDListElement/compact,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-dl-compact,WHATWG
api/HTMLDataElement,,22,,62,,10,,false,true,false,https://html.spec.whatwg.org/multipage/text-level-semantics.html#htmldataelement,WHATWG
api/HTMLDataElement/value,,22,,62,,10,,false,true,false,https://html.spec.whatwg.org/multipage/text-level-semantics.html#dom-data-value,WHATWG
api/HTMLDataListElement,,4,,20,,12.1,,false,true,false,https://html.spec.whatwg.org/multipage/form-elements.html#htmldatalistelement,WHATWG
api/HTMLDataListElement/options,,4,,20,,12.1,,false,true,false,https://html.spec.whatwg.org/multipage/form-elements.html#dom-datalist-options-dev,WHATWG
api/HTMLDetailsElement,,49,,10,,6,,false,true,false,https://html.spec.whatwg.org/multipage/interactive-elements.html#htmldetailselement,WHATWG
api/HTMLDetailsElement/open,,49,,10,,6,,false,true,false,https://html.spec.whatwg.org/multipage/interactive-elements.html#dom-details-open,WHATWG
api/HTMLDetailsElement/toggle_event,,49,,36,,10.1,,false,true,false,https://html.spec.whatwg.org/multipage/indices.html#event-toggle,WHATWG
api/HTMLDialogElement,,98,,37,,15.4,,false,true,false,https://html.spec.whatwg.org/multipage/interactive-elements.html#htmldialogelement,WHATWG
api/HTMLDialogElement/cancel_event,,98,,37,,15.4,,false,true,false,https://html.spec.whatwg.org/multipage/indices.html#event-cancel,WHATWG
api/HTMLDialogElement/close,,98,,37,,15.4,,false,true,false,https://html.spec.whatwg.org/multipage/interactive-elements.html#dom-dialog-close-dev,WHATWG
api/HTMLDialogElement/close_event,,98,,37,,15.4,,false,true,false,https://html.spec.whatwg.org/multipage/indices.html#event-close,WHATWG
api/HTMLDialogElement/open,,98,,37,,15.4,,false,true,false,https://html.spec.whatwg.org/multipage/interactive-elements.html#dom-dialog-open,WHATWG
api/HTMLDialogElement/returnValue,,98,,37,,15.4,,false,true,false,https://html.spec.whatwg.org/multipage/interactive-elements.html#dom-dialog-returnvalue-dev,WHATWG
api/HTMLDialogElement/show,,98,,37,,15.4,,false,true,false,https://html.spec.whatwg.org/multipage/interactive-elements.html#dom-dialog-show-dev,WHATWG
api/HTMLDialogElement/showModal,,98,,37,,15.4,,false,true,false,https://html.spec.whatwg.org/multipage/interactive-elements.html#dom-dialog-showmodal-dev,WHATWG
api/HTMLDirectoryElement,,1,,1,,1,,false,true,true,,NONE
api/HTMLDirectoryElement/compact,,1,,1,,1,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-dir-compact,WHATWG
api/HTMLDivElement,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/grouping-content.html#htmldivelement,WHATWG
api/HTMLDivElement/align,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-div-align,WHATWG
api/HTMLDocument,,1,,1,,1,,false,true,false,https://html.spec.whatwg.org/multipage/window-object.html#htmldocument,WHATWG
api/HTMLElement,,1,,1,,1,,false,true,false,https://html.spec.whatwg.org/multipage/dom.html#htmlelement,WHATWG
api/HTMLElement/accessKey,,5,,17,,6,,false,true,false,https://html.spec.whatwg.org/multipage/interaction.html#dom-accesskey,WHATWG
api/HTMLElement/accessKeyLabel,,8,,,,14,,false,true,false,https://html.spec.whatwg.org/multipage/interaction.html#dom-accesskeylabel,WHATWG
api/HTMLElement/attachInternals,,93,,77,,16.4,,false,true,false,https://html.spec.whatwg.org/multipage/custom-elements.html#dom-attachinternals,WHATWG
api/HTMLElement/attributeStyleMap,,,,66,,16.4,,false,true,false,https://drafts.css-houdini.org/css-typed-om/#dom-elementcssinlinestyle-attributestylemap,W3C
api/HTMLElement/autocapitalize,,111,,66,,,,false,true,false,https://html.spec.whatwg.org/multipage/interaction.html#dom-autocapitalize-dev,WHATWG
api/HTMLElement/autofocus,,1,,79,,15.4,,false,true,false,https://html.spec.whatwg.org/multipage/interaction.html#dom-fe-autofocus,WHATWG
api/HTMLElement/beforeinput_event,,87,,60,,10.1,,false,true,false,https://w3c.github.io/uievents/#event-type-beforeinput,W3C
api/HTMLElement/beforematch_event,,,,102,,,,true,true,false,https://html.spec.whatwg.org/multipage/indices.html#event-beforematch,WHATWG
api/HTMLElement/beforetoggle_event,,114,"[{""name"":""dom.element.popover.enabled"",""type"":""preference"",""value_to_set"":""true""}]",114,,preview,,true,true,false,https://html.spec.whatwg.org/multipage/indices.html#event-beforetoggle,WHATWG
api/HTMLElement/blur,,1.5,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/interaction.html#dom-blur-dev,WHATWG
api/HTMLElement/change_event,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/indices.html#event-change,WHATWG
api/HTMLElement/click,,3,,9,,6,,false,true,false,https://html.spec.whatwg.org/multipage/interaction.html#dom-click-dev,WHATWG
api/HTMLElement/contentEditable,,3,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/interaction.html#contenteditable,WHATWG
api/HTMLElement/dataset,,6,,7,,5.1,,false,true,false,https://html.spec.whatwg.org/multipage/dom.html#dom-dataset-dev,WHATWG
api/HTMLElement/dir,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/dom.html#dom-dir,WHATWG
api/HTMLElement/drag_event,,9,,1,,3.1,,false,true,false,https://html.spec.whatwg.org/multipage/indices.html#ix-handler-ondrag,WHATWG
api/HTMLElement/dragend_event,,9,,1,,3.1,,false,true,false,https://html.spec.whatwg.org/multipage/indices.html#ix-handler-ondragend,WHATWG
api/HTMLElement/dragenter_event,,9,,1,,3.1,,false,true,false,https://html.spec.whatwg.org/multipage/indices.html#ix-handler-ondragenter,WHATWG
api/HTMLElement/dragexit_event,,3.5,,,,3.1,,false,false,true,,NONE
api/HTMLElement/draggable,,2,,4,,5,,false,true,false,https://html.spec.whatwg.org/multipage/dnd.html#dom-draggable,WHATWG
api/HTMLElement/dragleave_event,,9,,1,,3.1,,false,true,false,https://html.spec.whatwg.org/multipage/indices.html#ix-handler-ondragleave,WHATWG
api/HTMLElement/dragover_event,,9,,1,,3.1,,false,true,false,https://html.spec.whatwg.org/multipage/indices.html#ix-handler-ondragover,WHATWG
api/HTMLElement/dragstart_event,,9,,1,,3.1,,false,true,false,https://html.spec.whatwg.org/multipage/indices.html#ix-handler-ondragstart,WHATWG
api/HTMLElement/drop_event,,9,,1,,3.1,,false,true,false,https://html.spec.whatwg.org/multipage/indices.html#ix-handler-ondrop,WHATWG
api/HTMLElement/enterKeyHint,,94,,77,,13.1,,false,true,false,https://html.spec.whatwg.org/multipage/interaction.html#dom-enterkeyhint,WHATWG
api/HTMLElement/error_event,,1,,1,,1,,false,true,false,https://w3c.github.io/uievents/#event-type-error,W3C
api/HTMLElement/focus,,1.5,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/interaction.html#dom-focus-dev,WHATWG
api/HTMLElement/focus/options_focusVisible_parameter,,104,,,,,,true,true,false,,NONE
api/HTMLElement/focus/options_preventScroll_parameter,,68,,64,,15,,false,true,false,,NONE
api/HTMLElement/hidden,,4,,6,,5.1,,false,true,false,https://html.spec.whatwg.org/multipage/interaction.html#dom-hidden,WHATWG
api/HTMLElement/hidePopover,,114,"[{""name"":""dom.element.popover.enabled"",""type"":""preference"",""value_to_set"":""true""}]",114,,preview,,true,true,false,https://html.spec.whatwg.org/multipage/popover.html#dom-hidepopover,WHATWG
api/HTMLElement/inert,,112,,102,,15.5,,false,true,false,https://html.spec.whatwg.org/multipage/interaction.html#dom-inert,WHATWG
api/HTMLElement/innerText,,45,,1,,1,,false,true,false,https://html.spec.whatwg.org/multipage/dom.html#the-innertext-idl-attribute,WHATWG
api/HTMLElement/inputMode,,95,,66,,12.1,,false,true,false,https://html.spec.whatwg.org/multipage/interaction.html#dom-inputmode,WHATWG
api/HTMLElement/input_event,,6,,1,,3.1,,false,true,false,https://w3c.github.io/uievents/#event-type-input,W3C
api/HTMLElement/isContentEditable,,4,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/interaction.html#dom-iscontenteditable-dev,WHATWG
api/HTMLElement/lang,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/dom.html#dom-lang,WHATWG
api/HTMLElement/nonce,,75,,61,,10,,false,true,false,https://html.spec.whatwg.org/multipage/urls-and-fetching.html#dom-noncedelement-nonce,WHATWG
api/HTMLElement/offsetHeight,,1,,1,,3,,false,true,false,https://drafts.csswg.org/cssom-view/#dom-htmlelement-offsetheight,W3C
api/HTMLElement/offsetLeft,,1,,1,,3,,false,true,false,https://drafts.csswg.org/cssom-view/#dom-htmlelement-offsetleft,W3C
api/HTMLElement/offsetParent,,1,,1,,3,,false,true,false,https://drafts.csswg.org/cssom-view/#dom-htmlelement-offsetparent,W3C
api/HTMLElement/offsetTop,,1,,1,,3,,false,true,false,https://drafts.csswg.org/cssom-view/#dom-htmlelement-offsettop,W3C
api/HTMLElement/offsetWidth,,1,,1,,3,,false,true,false,https://drafts.csswg.org/cssom-view/#dom-htmlelement-offsetwidth,W3C
api/HTMLElement/outerText,,98,,1,,1.3,,false,true,false,https://html.spec.whatwg.org/multipage/dom.html#dom-outertext,WHATWG
api/HTMLElement/popover,,114,"[{""name"":""dom.element.popover.enabled"",""type"":""preference"",""value_to_set"":""true""}]",114,,preview,,true,true,false,https://html.spec.whatwg.org/multipage/popover.html#dom-popover,WHATWG
api/HTMLElement/showPopover,,114,"[{""name"":""dom.element.popover.enabled"",""type"":""preference"",""value_to_set"":""true""}]",114,,preview,,true,true,false,https://html.spec.whatwg.org/multipage/popover.html#dom-showpopover,WHATWG
api/HTMLElement/spellcheck,,2,,9,,5.1,,false,true,false,https://html.spec.whatwg.org/multipage/interaction.html#dom-spellcheck-dev,WHATWG
api/HTMLElement/style,,1,,1,,3,,false,true,false,https://drafts.csswg.org/cssom/#dom-elementcssinlinestyle-style,W3C
api/HTMLElement/tabIndex,,1,,1,,3.1,,false,true,false,https://html.spec.whatwg.org/multipage/interaction.html#dom-tabindex,WHATWG
api/HTMLElement/title,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/dom.html#dom-title,WHATWG
api/HTMLElement/togglePopover,,114,"[{""name"":""dom.element.popover.enabled"",""type"":""preference"",""value_to_set"":""true""}]",114,,preview,,true,true,false,https://html.spec.whatwg.org/multipage/popover.html#dom-togglepopover,WHATWG
api/HTMLElement/toggle_event,,114,"[{""name"":""dom.element.popover.enabled"",""type"":""preference"",""value_to_set"":""true""}]",114,,preview,,true,true,false,https://html.spec.whatwg.org/multipage/indices.html#event-toggle,WHATWG
api/HTMLElement/translate,,111,,19,,6,,false,true,false,https://html.spec.whatwg.org/multipage/dom.html#dom-translate,WHATWG
api/HTMLElement/virtualKeyboardPolicy,,,,94,,,,true,true,false,https://w3c.github.io/virtual-keyboard/#dom-elementcontenteditable-virtualkeyboardpolicy,W3C
api/HTMLEmbedElement,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/iframe-embed-object.html#htmlembedelement,WHATWG
api/HTMLEmbedElement/align,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-embed-align,WHATWG
api/HTMLEmbedElement/getSVGDocument,,1.5,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/embedded-content-other.html#dom-media-getsvgdocument-dev,WHATWG
api/HTMLEmbedElement/height,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/embedded-content-other.html#dom-dim-height,WHATWG
api/HTMLEmbedElement/name,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-embed-name,WHATWG
api/HTMLEmbedElement/src,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/iframe-embed-object.html#dom-embed-src,WHATWG
api/HTMLEmbedElement/type,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/iframe-embed-object.html#dom-embed-type,WHATWG
api/HTMLEmbedElement/width,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/embedded-content-other.html#dom-dim-width,WHATWG
api/HTMLFieldSetElement,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/form-elements.html#htmlfieldsetelement,WHATWG
api/HTMLFieldSetElement/checkValidity,,4,,4,,5,,false,true,false,https://html.spec.whatwg.org/multipage/form-control-infrastructure.html#dom-cva-checkvalidity-dev,WHATWG
api/HTMLFieldSetElement/disabled,,4,,20,,6,,false,true,false,https://html.spec.whatwg.org/multipage/form-elements.html#dom-fieldset-disabled,WHATWG
api/HTMLFieldSetElement/elements,,4,,21,,7,,false,true,false,https://html.spec.whatwg.org/multipage/form-elements.html#dom-fieldset-elements-dev,WHATWG
api/HTMLFieldSetElement/elements/type_HTMLCollection,,4,,57,,13,,false,true,false,,NONE
api/HTMLFieldSetElement/form,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/form-control-infrastructure.html#dom-fae-form-dev,WHATWG
api/HTMLFieldSetElement/name,,4,,19,,6,,false,true,false,https://html.spec.whatwg.org/multipage/form-control-infrastructure.html#dom-fe-name,WHATWG
api/HTMLFieldSetElement/reportValidity,,49,,40,,10.1,,false,true,false,https://html.spec.whatwg.org/multipage/form-control-infrastructure.html#dom-cva-reportvalidity-dev,WHATWG
api/HTMLFieldSetElement/setCustomValidity,,4,,4,,5,,false,true,false,https://html.spec.whatwg.org/multipage/form-control-infrastructure.html#dom-cva-setcustomvalidity-dev,WHATWG
api/HTMLFieldSetElement/type,,4,,19,,6,,false,true,false,https://html.spec.whatwg.org/multipage/form-elements.html#dom-fieldset-type-dev,WHATWG
api/HTMLFieldSetElement/validationMessage,,4,,5,,5,,false,true,false,https://html.spec.whatwg.org/multipage/form-control-infrastructure.html#dom-cva-validationmessage-dev,WHATWG
api/HTMLFieldSetElement/validity,,4,,4,,5,,false,true,false,https://html.spec.whatwg.org/multipage/form-control-infrastructure.html#the-constraint-validation-api:dom-cva-validity,WHATWG
api/HTMLFieldSetElement/willValidate,,4,,2,,4,,false,true,false,https://html.spec.whatwg.org/multipage/form-control-infrastructure.html#dom-cva-willvalidate-dev,WHATWG
api/HTMLFontElement,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#htmlfontelement,WHATWG
api/HTMLFontElement/color,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-font-color,WHATWG
api/HTMLFontElement/face,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-font-face,WHATWG
api/HTMLFontElement/size,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-font-size,WHATWG
api/HTMLFormControlsCollection,,1,,1,,≤4,,false,true,false,https://html.spec.whatwg.org/multipage/common-dom-interfaces.html#htmlformcontrolscollection,WHATWG
api/HTMLFormControlsCollection/namedItem,,33,,1,,≤4,,false,true,false,https://html.spec.whatwg.org/multipage/common-dom-interfaces.html#dom-htmlformcontrolscollection-nameditem-dev,WHATWG
api/HTMLFormElement,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/forms.html#htmlformelement,WHATWG
api/HTMLFormElement/acceptCharset,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/forms.html#dom-form-acceptcharset,WHATWG
api/HTMLFormElement/action,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/form-control-infrastructure.html#dom-fs-action,WHATWG
api/HTMLFormElement/autocomplete,,4,,14,,6,,false,true,false,https://html.spec.whatwg.org/multipage/forms.html#dom-form-autocomplete,WHATWG
api/HTMLFormElement/checkValidity,,4,,4,,5,,false,true,false,https://html.spec.whatwg.org/multipage/forms.html#dom-form-checkvalidity-dev,WHATWG
api/HTMLFormElement/elements,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/forms.html#dom-form-elements-dev,WHATWG
api/HTMLFormElement/encoding,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/form-control-infrastructure.html#dom-fs-encoding,WHATWG
api/HTMLFormElement/enctype,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/form-control-infrastructure.html#dom-fs-enctype,WHATWG
api/HTMLFormElement/formdata_event,,72,,77,,15,,false,true,false,https://html.spec.whatwg.org/multipage/indices.html#event-formdata,WHATWG
api/HTMLFormElement/length,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/forms.html#dom-form-length-dev,WHATWG
api/HTMLFormElement/method,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/form-control-infrastructure.html#dom-fs-method,WHATWG
api/HTMLFormElement/name,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/forms.html#dom-form-name,WHATWG
api/HTMLFormElement/noValidate,,4,,4,,5,,false,true,false,https://html.spec.whatwg.org/multipage/form-control-infrastructure.html#dom-fs-novalidate,WHATWG
api/HTMLFormElement/rel,,111,,108,,15.4,,false,true,false,https://html.spec.whatwg.org/multipage/forms.html#dom-form-rel,WHATWG
api/HTMLFormElement/relList,,111,,108,,15.4,,false,true,false,https://html.spec.whatwg.org/multipage/forms.html#dom-form-rellist,WHATWG
api/HTMLFormElement/reportValidity,,49,,40,,10.1,,false,true,false,https://html.spec.whatwg.org/multipage/form-control-infrastructure.html#dom-cva-reportvalidity-dev,WHATWG
api/HTMLFormElement/requestSubmit,,75,,76,,16,,false,true,false,https://html.spec.whatwg.org/multipage/forms.html#dom-form-requestsubmit-dev,WHATWG
api/HTMLFormElement/reset,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/forms.html#dom-form-reset-dev,WHATWG
api/HTMLFormElement/reset_event,,6,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/indices.html#event-reset,WHATWG
api/HTMLFormElement/submit,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/forms.html#dom-form-submit-dev,WHATWG
api/HTMLFormElement/submit_event,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/indices.html#event-submit,WHATWG
api/HTMLFormElement/target,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/form-control-infrastructure.html#dom-fs-target,WHATWG
api/HTMLFrameElement,,1,,1,,3,,false,true,true,,NONE
api/HTMLFrameElement/contentDocument,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-frame-contentdocument,WHATWG
api/HTMLFrameElement/contentWindow,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-frame-contentwindow,WHATWG
api/HTMLFrameElement/frameBorder,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-frame-frameborder,WHATWG
api/HTMLFrameElement/longDesc,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-frame-longdesc,WHATWG
api/HTMLFrameElement/marginHeight,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-frame-marginheight,WHATWG
api/HTMLFrameElement/marginWidth,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-frame-marginwidth,WHATWG
api/HTMLFrameElement/name,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-frame-name,WHATWG
api/HTMLFrameElement/noResize,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-frame-noresize,WHATWG
api/HTMLFrameElement/scrolling,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-frame-scrolling,WHATWG
api/HTMLFrameElement/src,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-frame-src,WHATWG
api/HTMLFrameSetElement,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#htmlframesetelement,WHATWG
api/HTMLFrameSetElement/cols,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-frameset-cols,WHATWG
api/HTMLFrameSetElement/rows,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-frameset-rows,WHATWG
api/HTMLHRElement,,1,,1,,1,,false,true,false,https://html.spec.whatwg.org/multipage/grouping-content.html#htmlhrelement,WHATWG
api/HTMLHRElement/align,,1,,1,,1,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-hr-align,WHATWG
api/HTMLHRElement/color,,1,,33,,10.1,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-hr-color,WHATWG
api/HTMLHRElement/noShade,,1,,1,,1,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-hr-noshade,WHATWG
api/HTMLHRElement/size,,1,,1,,1,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-hr-size,WHATWG
api/HTMLHRElement/width,,1,,1,,1,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-hr-width,WHATWG
api/HTMLHeadElement,,1,,1,,1,,false,true,false,https://html.spec.whatwg.org/multipage/semantics.html#htmlheadelement,WHATWG
api/HTMLHeadElement/profile,,1,,,,1,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-head-profile,WHATWG
api/HTMLHeadingElement,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/sections.html#htmlheadingelement,WHATWG
api/HTMLHeadingElement/align,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-hx-align,WHATWG
api/HTMLHtmlElement,,1,,1,,1,,false,true,false,https://html.spec.whatwg.org/multipage/semantics.html#htmlhtmlelement,WHATWG
api/HTMLHtmlElement/version,,1,,1,,1,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-html-version,WHATWG
api/HTMLIFrameElement,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/iframe-embed-object.html#htmliframeelement,WHATWG
api/HTMLIFrameElement/align,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-iframe-align,WHATWG
api/HTMLIFrameElement/allow,,74,,60,,11.1,,false,true,false,https://html.spec.whatwg.org/multipage/iframe-embed-object.html#dom-iframe-allow,WHATWG
api/HTMLIFrameElement/allowFullscreen,,22,,38,,10.1,,false,true,false,https://html.spec.whatwg.org/multipage/iframe-embed-object.html#dom-iframe-allowfullscreen,WHATWG
api/HTMLIFrameElement/allowPaymentRequest,,56,,60,,,,false,false,true,,NONE
api/HTMLIFrameElement/contentDocument,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/iframe-embed-object.html#dom-iframe-contentdocument,WHATWG
api/HTMLIFrameElement/contentWindow,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/iframe-embed-object.html#dom-iframe-contentwindow,WHATWG
api/HTMLIFrameElement/csp,,,,61,,,,true,true,false,https://w3c.github.io/webappsec-cspee/#ref-for-dom-htmliframeelement-csp,W3C
api/HTMLIFrameElement/featurePolicy,,69,"[{""name"":""dom.security.featurePolicy.webidl.enabled"",""type"":""preference"",""value_to_set"":""true""}]",74,,,,true,true,false,,NONE
api/HTMLIFrameElement/frameBorder,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-iframe-frameborder,WHATWG
api/HTMLIFrameElement/getSVGDocument,,3.5,,1,,3.1,,false,true,false,https://html.spec.whatwg.org/multipage/embedded-content-other.html#dom-media-getsvgdocument-dev,WHATWG
api/HTMLIFrameElement/height,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/embedded-content-other.html#dom-dim-height,WHATWG
api/HTMLIFrameElement/loading,,,,77,,16.4,,false,true,false,https://html.spec.whatwg.org/multipage/iframe-embed-object.html#dom-iframe-loading,WHATWG
api/HTMLIFrameElement/longDesc,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-iframe-longdesc,WHATWG
api/HTMLIFrameElement/marginHeight,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-iframe-marginheight,WHATWG
api/HTMLIFrameElement/marginWidth,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-iframe-marginwidth,WHATWG
api/HTMLIFrameElement/name,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/iframe-embed-object.html#dom-iframe-name,WHATWG
api/HTMLIFrameElement/referrerPolicy,,50,,52,,14,,false,true,false,https://html.spec.whatwg.org/multipage/iframe-embed-object.html#dom-iframe-referrerpolicy,WHATWG
api/HTMLIFrameElement/sandbox,,17,,5,,5,,false,true,false,https://html.spec.whatwg.org/multipage/iframe-embed-object.html#dom-iframe-sandbox,WHATWG
api/HTMLIFrameElement/scrolling,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-iframe-scrolling,WHATWG
api/HTMLIFrameElement/src,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/iframe-embed-object.html#dom-iframe-src,WHATWG
api/HTMLIFrameElement/srcdoc,,25,,20,,6,,false,true,false,https://html.spec.whatwg.org/multipage/iframe-embed-object.html#dom-iframe-srcdoc,WHATWG
api/HTMLIFrameElement/width,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/embedded-content-other.html#dom-dim-width,WHATWG
api/HTMLImageElement,,1,,1,,1,,false,true,false,https://html.spec.whatwg.org/multipage/embedded-content.html#htmlimageelement,WHATWG
api/HTMLImageElement/Image,,1,,1,,1,,false,true,false,https://html.spec.whatwg.org/multipage/embedded-content.html#dom-image-dev,WHATWG
api/HTMLImageElement/align,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#attr-img-align,WHATWG
api/HTMLImageElement/alt,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/embedded-content.html#dom-img-alt,WHATWG
api/HTMLImageElement/border,,1,,1,,3,,false,true,true,https://html.spec.whatwg.org/multipage/obsolete.html#dom-img-border,WHATWG
api/HTMLImageElement/complete,,1,,1,,3,,false,true,false,https://html.spec.whatwg.org/multipage/embedded-content.html#dom-img-complete-dev,WHATWG
api/HTMLImageElement/crossOrigin,,8,,13,,6,,false,true,false,https://html.spec.whatwg.org/multipage/embedded-content.html#dom-img-crossorigin,WHATWG
api/HTMLImageElement/currentSrc,,38,,38,,9.1,,false,true,false,https://html.spec.whatwg.org/multipage/embedded-content.html#dom-img-currentsrc-dev,WHATWG
api/HTMLImageElement/decode,,68,,64,,11.1,,false,true,false,https://html.spec.whatwg.org/multipage/embedded-content.html#dom-img-decode-dev,WHATWG
